Testni primer za prastevilo : 96 Mnozica: Z_96
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
  0 46 92 42 88 38 84 34 80 30 76 26 72 22 68 18 64 14 60 10 56  6 52  2 48 94 44 90 40 86 36 82 32 78 28 74 24 70 20 66 16 62 12 58  8 54  4 50  0 46 92 42 88 38 84 34 80 30 76 26 72 22 68 18 64 14 60 10 56  6 52  2 48 94 44 90 40 86 36 82 32 78 28 74 24 70 20 66 16 62 12 58  8 54  4 50
  0 47 94 45 92 43 90 41 88 39 86 37 84 35 82 33 80 31 78 29 76 27 74 25 72 23 70 21 68 19 66 17 64 15 62 13 60 11 58  9 56  7 54  5 52  3 50  1 48 95 46 93 44 91 42 89 40 87 38 85 36 83 34 81 32 79 30 77 28 75 26 73 24 71 22 69 20 67 18 65 16 63 14 61 12 59 10 57  8 55  6 53  4 51  2 49
  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48  0 48
  0 49  2 51  4 53  6 55  8 57 10 59 12 61 14 63 16 65 18 67 20 69 22 71 24 73 26 75 28 77 30 79 32 81 34 83 36 85 38 87 40 89 42 91 44 93 46 95 48  1 50  3 52  5 54  7 56  9 58 11 60 13 62 15 64 17 66 19 68 21 70 23 72 25 74 27 76 29 78 31 80 33 82 35 84 37 86 39 88 41 90 43 92 45 94 47
  0 50  4 54  8 58 12 62 16 66 20 70 24 74 28 78 32 82 36 86 40 90 44 94 48  2 52  6 56 10 60 14 64 18 68 22 72 26 76 30 80 34 84 38 88 42 92 46  0 50  4 54  8 58 12 62 16 66 20 70 24 74 28 78 32 82 36 86 40 90 44 94 48  2 52  6 56 10 60 14 64 18 68 22 72 26 76 30 80 34 84 38 88 42 92 46
  0 51  6 57 12 63 18 69 24 75 30 81 36 87 42 93 48  3 54  9 60 15 66 21 72 27 78 33 84 39 90 45  0 51  6 57 12 63 18 69 24 75 30 81 36 87 42 93 48  3 54  9 60 15 66 21 72 27 78 33 84 39 90 45  0 51  6 57 12 63 18 69 24 75 30 81 36 87 42 93 48  3 54  9 60 15 66 21 72 27 78 33 84 39 90 45
  0 52  8 60 16 68 24 76 32 84 40 92 48  4 56 12 64 20 72 28 80 36 88 44  0 52  8 60 16 68 24 76 32 84 40 92 48  4 56 12 64 20 72 28 80 36 88 44  0 52  8 60 16 68 24 76 32 84 40 92 48  4 56 12 64 20 72 28 80 36 88 44  0 52  8 60 16 68 24 76 32 84 40 92 48  4 56 12 64 20 72 28 80 36 88 44
  0 53 10 63 20 73 30 83 40 93 50  7 60 17 70 27 80 37 90 47  4 57 14 67 24 77 34 87 44  1 54 11 64 21 74 31 84 41 94 51  8 61 18 71 28 81 38 91 48  5 58 15 68 25 78 35 88 45  2 55 12 65 22 75 32 85 42 95 52  9 62 19 72 29 82 39 92 49  6 59 16 69 26 79 36 89 46  3 56 13 66 23 76 33 86 43
  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42  0 54 12 66 24 78 36 90 48  6 60 18 72 30 84 42
  0 55 14 69 28 83 42  1 56 15 70 29 84 43  2 57 16 71 30 85 44  3 58 17 72 31 86 45  4 59 18 73 32 87 46  5 60 19 74 33 88 47  6 61 20 75 34 89 48  7 62 21 76 35 90 49  8 63 22 77 36 91 50  9 64 23 78 37 92 51 10 65 24 79 38 93 52 11 66 25 80 39 94 53 12 67 26 81 40 95 54 13 68 27 82 41
  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40  0 56 16 72 32 88 48  8 64 24 80 40
  0 57 18 75 36 93 54 15 72 33 90 51 12 69 30 87 48  9 66 27 84 45  6 63 24 81 42  3 60 21 78 39  0 57 18 75 36 93 54 15 72 33 90 51 12 69 30 87 48  9 66 27 84 45  6 63 24 81 42  3 60 21 78 39  0 57 18 75 36 93 54 15 72 33 90 51 12 69 30 87 48  9 66 27 84 45  6 63 24 81 42  3 60 21 78 39
  0 58 20 78 40  2 60 22 80 42  4 62 24 82 44  6 64 26 84 46  8 66 28 86 48 10 68 30 88 50 12 70 32 90 52 14 72 34 92 54 16 74 36 94 56 18 76 38  0 58 20 78 40  2 60 22 80 42  4 62 24 82 44  6 64 26 84 46  8 66 28 86 48 10 68 30 88 50 12 70 32 90 52 14 72 34 92 54 16 74 36 94 56 18 76 38
  0 59 22 81 44  7 66 29 88 51 14 73 36 95 58 21 80 43  6 65 28 87 50 13 72 35 94 57 20 79 42  5 64 27 86 49 12 71 34 93 56 19 78 41  4 63 26 85 48 11 70 33 92 55 18 77 40  3 62 25 84 47 10 69 32 91 54 17 76 39  2 61 24 83 46  9 68 31 90 53 16 75 38  1 60 23 82 45  8 67 30 89 52 15 74 37
  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36  0 60 24 84 48 12 72 36
  0 61 26 87 52 17 78 43  8 69 34 95 60 25 86 51 16 77 42  7 68 33 94 59 24 85 50 15 76 41  6 67 32 93 58 23 84 49 14 75 40  5 66 31 92 57 22 83 48 13 74 39  4 65 30 91 56 21 82 47 12 73 38  3 64 29 90 55 20 81 46 11 72 37  2 63 28 89 54 19 80 45 10 71 36  1 62 27 88 53 18 79 44  9 70 35
  0 62 28 90 56 22 84 50 16 78 44 10 72 38  4 66 32 94 60 26 88 54 20 82 48 14 76 42  8 70 36  2 64 30 92 58 24 86 52 18 80 46 12 74 40  6 68 34  0 62 28 90 56 22 84 50 16 78 44 10 72 38  4 66 32 94 60 26 88 54 20 82 48 14 76 42  8 70 36  2 64 30 92 58 24 86 52 18 80 46 12 74 40  6 68 34
  0 63 30 93 60 27 90 57 24 87 54 21 84 51 18 81 48 15 78 45 12 75 42  9 72 39  6 69 36  3 66 33  0 63 30 93 60 27 90 57 24 87 54 21 84 51 18 81 48 15 78 45 12 75 42  9 72 39  6 69 36  3 66 33  0 63 30 93 60 27 90 57 24 87 54 21 84 51 18 81 48 15 78 45 12 75 42  9 72 39  6 69 36  3 66 33
  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32  0 64 32
  0 65 34  3 68 37  6 71 40  9 74 43 12 77 46 15 80 49 18 83 52 21 86 55 24 89 58 27 92 61 30 95 64 33  2 67 36  5 70 39  8 73 42 11 76 45 14 79 48 17 82 51 20 85 54 23 88 57 26 91 60 29 94 63 32  1 66 35  4 69 38  7 72 41 10 75 44 13 78 47 16 81 50 19 84 53 22 87 56 25 90 59 28 93 62 31
  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30  0 66 36  6 72 42 12 78 48 18 84 54 24 90 60 30
  0 67 38  9 76 47 18 85 56 27 94 65 36  7 74 45 16 83 54 25 92 63 34  5 72 43 14 81 52 23 90 61 32  3 70 41 12 79 50 21 88 59 30  1 68 39 10 77 48 19 86 57 28 95 66 37  8 75 46 17 84 55 26 93 64 35  6 73 44 15 82 53 24 91 62 33  4 71 42 13 80 51 22 89 60 31  2 69 40 11 78 49 20 87 58 29
  0 68 40 12 80 52 24 92 64 36  8 76 48 20 88 60 32  4 72 44 16 84 56 28  0 68 40 12 80 52 24 92 64 36  8 76 48 20 88 60 32  4 72 44 16 84 56 28  0 68 40 12 80 52 24 92 64 36  8 76 48 20 88 60 32  4 72 44 16 84 56 28  0 68 40 12 80 52 24 92 64 36  8 76 48 20 88 60 32  4 72 44 16 84 56 28
  0 69 42 15 84 57 30  3 72 45 18 87 60 33  6 75 48 21 90 63 36  9 78 51 24 93 66 39 12 81 54 27  0 69 42 15 84 57 30  3 72 45 18 87 60 33  6 75 48 21 90 63 36  9 78 51 24 93 66 39 12 81 54 27  0 69 42 15 84 57 30  3 72 45 18 87 60 33  6 75 48 21 90 63 36  9 78 51 24 93 66 39 12 81 54 27
  0 70 44 18 88 62 36 10 80 54 28  2 72 46 20 90 64 38 12 82 56 30  4 74 48 22 92 66 40 14 84 58 32  6 76 50 24 94 68 42 16 86 60 34  8 78 52 26  0 70 44 18 88 62 36 10 80 54 28  2 72 46 20 90 64 38 12 82 56 30  4 74 48 22 92 66 40 14 84 58 32  6 76 50 24 94 68 42 16 86 60 34  8 78 52 26
  0 71 46 21 92 67 42 17 88 63 38 13 84 59 34  9 80 55 30  5 76 51 26  1 72 47 22 93 68 43 18 89 64 39 14 85 60 35 10 81 56 31  6 77 52 27  2 73 48 23 94 69 44 19 90 65 40 15 86 61 36 11 82 57 32  7 78 53 28  3 74 49 24 95 70 45 20 91 66 41 16 87 62 37 12 83 58 33  8 79 54 29  4 75 50 25
  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24  0 72 48 24
  0 73 50 27  4 77 54 31  8 81 58 35 12 85 62 39 16 89 66 43 20 93 70 47 24  1 74 51 28  5 78 55 32  9 82 59 36 13 86 63 40 17 90 67 44 21 94 71 48 25  2 75 52 29  6 79 56 33 10 83 60 37 14 87 64 41 18 91 68 45 22 95 72 49 26  3 76 53 30  7 80 57 34 11 84 61 38 15 88 65 42 19 92 69 46 23
  0 74 52 30  8 82 60 38 16 90 68 46 24  2 76 54 32 10 84 62 40 18 92 70 48 26  4 78 56 34 12 86 64 42 20 94 72 50 28  6 80 58 36 14 88 66 44 22  0 74 52 30  8 82 60 38 16 90 68 46 24  2 76 54 32 10 84 62 40 18 92 70 48 26  4 78 56 34 12 86 64 42 20 94 72 50 28  6 80 58 36 14 88 66 44 22
  0 75 54 33 12 87 66 45 24  3 78 57 36 15 90 69 48 27  6 81 60 39 18 93 72 51 30  9 84 63 42 21  0 75 54 33 12 87 66 45 24  3 78 57 36 15 90 69 48 27  6 81 60 39 18 93 72 51 30  9 84 63 42 21  0 75 54 33 12 87 66 45 24  3 78 57 36 15 90 69 48 27  6 81 60 39 18 93 72 51 30  9 84 63 42 21
  0 76 56 36 16 92 72 52 32 12 88 68 48 28  8 84 64 44 24  4 80 60 40 20  0 76 56 36 16 92 72 52 32 12 88 68 48 28  8 84 64 44 24  4 80 60 40 20  0 76 56 36 16 92 72 52 32 12 88 68 48 28  8 84 64 44 24  4 80 60 40 20  0 76 56 36 16 92 72 52 32 12 88 68 48 28  8 84 64 44 24  4 80 60 40 20
  0 77 58 39 20  1 78 59 40 21  2 79 60 41 22  3 80 61 42 23  4 81 62 43 24  5 82 63 44 25  6 83 64 45 26  7 84 65 46 27  8 85 66 47 28  9 86 67 48 29 10 87 68 49 30 11 88 69 50 31 12 89 70 51 32 13 90 71 52 33 14 91 72 53 34 15 92 73 54 35 16 93 74 55 36 17 94 75 56 37 18 95 76 57 38 19
  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18  0 78 60 42 24  6 84 66 48 30 12 90 72 54 36 18
  0 79 62 45 28 11 90 73 56 39 22  5 84 67 50 33 16 95 78 61 44 27 10 89 72 55 38 21  4 83 66 49 32 15 94 77 60 43 26  9 88 71 54 37 20  3 82 65 48 31 14 93 76 59 42 25  8 87 70 53 36 19  2 81 64 47 30 13 92 75 58 41 24  7 86 69 52 35 18  1 80 63 46 29 12 91 74 57 40 23  6 85 68 51 34 17
  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16  0 80 64 48 32 16
  0 81 66 51 36 21  6 87 72 57 42 27 12 93 78 63 48 33 18  3 84 69 54 39 24  9 90 75 60 45 30 15  0 81 66 51 36 21  6 87 72 57 42 27 12 93 78 63 48 33 18  3 84 69 54 39 24  9 90 75 60 45 30 15  0 81 66 51 36 21  6 87 72 57 42 27 12 93 78 63 48 33 18  3 84 69 54 39 24  9 90 75 60 45 30 15
  0 82 68 54 40 26 12 94 80 66 52 38 24 10 92 78 64 50 36 22  8 90 76 62 48 34 20  6 88 74 60 46 32 18  4 86 72 58 44 30 16  2 84 70 56 42 28 14  0 82 68 54 40 26 12 94 80 66 52 38 24 10 92 78 64 50 36 22  8 90 76 62 48 34 20  6 88 74 60 46 32 18  4 86 72 58 44 30 16  2 84 70 56 42 28 14
  0 83 70 57 44 31 18  5 88 75 62 49 36 23 10 93 80 67 54 41 28 15  2 85 72 59 46 33 20  7 90 77 64 51 38 25 12 95 82 69 56 43 30 17  4 87 74 61 48 35 22  9 92 79 66 53 40 27 14  1 84 71 58 45 32 19  6 89 76 63 50 37 24 11 94 81 68 55 42 29 16  3 86 73 60 47 34 21  8 91 78 65 52 39 26 13
  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12  0 84 72 60 48 36 24 12
  0 85 74 63 52 41 30 19  8 93 82 71 60 49 38 27 16  5 90 79 68 57 46 35 24 13  2 87 76 65 54 43 32 21 10 95 84 73 62 51 40 29 18  7 92 81 70 59 48 37 26 15  4 89 78 67 56 45 34 23 12  1 86 75 64 53 42 31 20  9 94 83 72 61 50 39 28 17  6 91 80 69 58 47 36 25 14  3 88 77 66 55 44 33 22 11
  0 86 76 66 56 46 36 26 16  6 92 82 72 62 52 42 32 22 12  2 88 78 68 58 48 38 28 18  8 94 84 74 64 54 44 34 24 14  4 90 80 70 60 50 40 30 20 10  0 86 76 66 56 46 36 26 16  6 92 82 72 62 52 42 32 22 12  2 88 78 68 58 48 38 28 18  8 94 84 74 64 54 44 34 24 14  4 90 80 70 60 50 40 30 20 10
  0 87 78 69 60 51 42 33 24 15  6 93 84 75 66 57 48 39 30 21 12  3 90 81 72 63 54 45 36 27 18  9  0 87 78 69 60 51 42 33 24 15  6 93 84 75 66 57 48 39 30 21 12  3 90 81 72 63 54 45 36 27 18  9  0 87 78 69 60 51 42 33 24 15  6 93 84 75 66 57 48 39 30 21 12  3 90 81 72 63 54 45 36 27 18  9
  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8  0 88 80 72 64 56 48 40 32 24 16  8
  0 89 82 75 68 61 54 47 40 33 26 19 12  5 94 87 80 73 66 59 52 45 38 31 24 17 10  3 92 85 78 71 64 57 50 43 36 29 22 15  8  1 90 83 76 69 62 55 48 41 34 27 20 13  6 95 88 81 74 67 60 53 46 39 32 25 18 11  4 93 86 79 72 65 58 51 44 37 30 23 16  9  2 91 84 77 70 63 56 49 42 35 28 21 14  7
  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6  0 90 84 78 72 66 60 54 48 42 36 30 24 18 12  6
  0 91 86 81 76 71 66 61 56 51 46 41 36 31 26 21 16 11  6  1 92 87 82 77 72 67 62 57 52 47 42 37 32 27 22 17 12  7  2 93 88 83 78 73 68 63 58 53 48 43 38 33 28 23 18 13  8  3 94 89 84 79 74 69 64 59 54 49 44 39 34 29 24 19 14  9  4 95 90 85 80 75 70 65 60 55 50 45 40 35 30 25 20 15 10  5
  0 92 88 84 80 76 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4  0 92 88 84 80 76 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4  0 92 88 84 80 76 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4  0 92 88 84 80 76 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4
  0 93 90 87 84 81 78 75 72 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3  0 93 90 87 84 81 78 75 72 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3  0 93 90 87 84 81 78 75 72 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3
  0 94 92 90 88 86 84 82 80 78 76 74 72 70 68 66 64 62 60 58 56 54 52 50 48 46 44 42 40 38 36 34 32 30 28 26 24 22 20 18 16 14 12 10  8  6  4  2  0 94 92 90 88 86 84 82 80 78 76 74 72 70 68 66 64 62 60 58 56 54 52 50 48 46 44 42 40 38 36 34 32 30 28 26 24 22 20 18 16 14 12 10  8  6  4  2
  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
----------------------------------
Nasprotno: 
0|95|94|93|92|91|90|89|88|87|86|85|84|83|82|81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1|
----------------------------------
Razlika: 
  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2
  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3
  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4
  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5
  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6
  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7
  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8
  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9
  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11
 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13
 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14
 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15
 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17
 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18
 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19
 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
