Testni primer za prastevilo : 71 Mnozica: Z_71
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70
 20 27 40 54  9 37 18  3 36  6  1 12  2 24  4 48  8 25 16 50 32
 32 61 12 14 40 23 15 53 50 11  1 13 27 67 19 34 16 66  6  7 20
  1 14 54 46  5 70 57 17 25 66  1 14 54 46  5 70 57 17 25 66  1
 37 58 18 57  3 45 36 43  6 19  1 15 12 38  2 30 24  5  4 60 48
 20 36  8 57 60 37 24 29 38 40  1 16 43 49  3 48 58  5  9  2 32
  1 17  5 14 25 70 54 66 57 46  1 17  5 14 25 70 54 66 57 46  1
 48 12  3 54 49 30 43 64 16  4  1 18 40 10 38 45 29 25 24  6 37
 48 60  4  5 24 30  2 38 12 15  1 19  6 43 36 45  3 57 18 58 37
 37 30 32  1 20 45 48 37 30 32  1 20 45 48 37 30 32  1 20 45 48
 45 22 36 46 43 51  6 55 19 44  1 21 15 31 12 39 38 17  2 42 30
 48 62 15 46 18 41 50 35 60 42  1 22 58 69 27 26  4 17 19 63 37
 30 51 37 70 48 39 45 41 20 34  1 23 32 26 30 51 37 70 48 39 45
 48 16 29 57 19 30 10 27  9  3  1 24  8 50 64 45 15  5 49 40 37
  1 25 57  5 54  1 25 57  5 54  1 25 57  5 54  1 25 57  5 54  1
 20 23 30 70 45 34 32 51 48 41  1 26 37 39 20 23 30 70 45 34 32
 30 29  2 54 38 32 12 40 15 50  1 27 19 16  6 20 43 25 36 49 45
 45 53 64 17 50 51  8 11 24 33  1 28  3 13  9 39 27 46 10 67 30
 37  8 19 54  4 45 27  2 58 49  1 29 60 36 50 30 18 25 15  9 48
 32 37 45  1 30 48 20 32 37 45  1 30 48 20 32 37 45  1 30 48 20
 32 69  9 66 58 23  3 22 43 55  1 31 38 42 24 34 60 14  8 35 20
 48 45 20  1 32 30 37 48 45 20  1 32 30 37 48 45 20  1 32 30 37
 30 67 10 46 27 39  9 13  3 28  1 33 24 11  8 51 50 17 64 53 45
 45 39 48 70 37 51 30 26 32 23  1 34 20 41 45 39 48 70 37 51 30
 30 56 43 14 64 39 16 63  4 69  1 35 18 62 40 51 10 66 38 52 45
 30 15 43 57 64 32 16  8  4  2  1 36 18  9 40 20 10  5 38 19 45
 45 32 48  1 37 20 30 45 32 48  1 37 20 30 45 32 48  1 37 20 30
 30  4 10 25 27 32  9 58  3 43  1 38 24 60  8 20 50 54 64 18 45
 48 26 20 70 32 41 37 23 45 51  1 39 30 34 48 26 20 70 32 41 37
 32  2  9  5 58 48  3 49 43 16  1 40 38 29 24 37 60 57  8 36 20
 32 34 45 70 30 23 20 39 37 26  1 41 48 51 32 34 45 70 30 23 20
 37 63 19 17  4 26 27 69 58 22  1 42 60 35 50 41 18 46 15 62 48
 45 18 64 54 50 20  8 60 24 38  1 43  3 58  9 32 27 25 10  4 30
 30 42  2 17 38 39 12 31 15 21  1 44 19 55  6 51 43 46 36 22 45
 20 48 30  1 45 37 32 20 48 30  1 45 37 32 20 48 30  1 45 37 32
  1 46 57 66 54 70 25 14  5 17  1 46 57 66 54 70 25 14  5 17  1
 48 55 29 14 19 41 10 44  9 68  1 47  8 21 64 26 15 66 49 31 37
 30 20 37  1 48 32 45 30 20 37  1 48 32 45 30 20 37  1 48 32 45
 48  9 15 25 18 30 50 36 60 29  1 49 58  2 27 45  4 54 19  8 37
 45 49 36 25 43 20  6 16 19 27  1 50 15 40 12 32 38 54  2 29 30
 37 41 32 70 20 26 48 34 30 39  1 51 45 23 37 41 32 70 20 26 48
 48 11  4 66 24 41  2 33 12 56  1 52  6 28 36 26  3 14 18 13 37
 48 59  3 17 49 41 43  7 16 67  1 53 40 61 38 26 29 46 24 65 37
  1 54  5 57 25  1 54  5 57 25  1 54  5 57 25  1 54  5 57 25  1
 20 35  8 14 60 34 24 42 38 31  1 55 43 22  3 23 58 66  9 69 32
 37 13 18 14  3 26 36 28  6 52  1 56 12 33  2 41 24 66  4 11 48
  1 57 54 25  5  1 57 54 25  5  1 57 54 25  5  1 57 54 25  5  1
 32 10 12 57 40 48 15 18 50 60  1 58 27  4 19 37 16  5  6 64 20
 20 44 40 17  9 34 18 68 36 65  1 59  2 47  4 23  8 46 16 21 32
 20 64  6  5 16 37 19  4 27 58  1 60 50 18 15 48 40 57 12 10 32
 45 47 27 14  2 51 58 59 49  7  1 61 29 65 60 39 36 66 50 68 30
 20 33 58 46 12 34 49 56 64 63  1 62 10 52 29 23  6 17 60 28 32
 32 28 60 17  6 23 29 52 10 62  1 63 64 56 49 34 12 46 58 33 20
 30  3 50  5 36 32 60  6 29 10  1 64 49 12 58 20  2 57 27 24 45
 32 21 16 46  8 23  4 47  2 59  1 65 36 68 18 34  9 17 40 44 20
  1 66 25 17 57 70  5 46 54 14  1 66 25 17 57 70  5 46 54 14  1
 37 65 24 46 29 26 38 61 40 53  1 67 16  7 43 41 49 17  3 59 48
 37 31 49 66 15 26 64 21  8 47  1 68  9 44 10 41 19 14 29 55 48
 45 52 38 66 10 51 40 62 18 35  1 69  4 63 16 39 64 14 43 56 30
  1 70  1 70  1 70  1 70  1 70  1 70  1 70  1 70  1 70  1 70  1
----------------------------------
Kvadratni koreni: 
0 -> 1
1 -> 2
2 -> 2
3 -> 2
4 -> 2
5 -> 2
6 -> 2
7 -> 0
8 -> 2
9 -> 2
10 -> 2
11 -> 0
12 -> 2
13 -> 0
14 -> 0
15 -> 2
16 -> 2
17 -> 0
18 -> 2
19 -> 2
20 -> 2
21 -> 0
22 -> 0
23 -> 0
24 -> 2
25 -> 2
26 -> 0
27 -> 2
28 -> 0
29 -> 2
30 -> 2
31 -> 0
32 -> 2
33 -> 0
34 -> 0
35 -> 0
36 -> 2
37 -> 2
38 -> 2
39 -> 0
40 -> 2
41 -> 0
42 -> 0
43 -> 2
44 -> 0
45 -> 2
46 -> 0
47 -> 0
48 -> 2
49 -> 2
50 -> 2
51 -> 0
52 -> 0
53 -> 0
54 -> 2
55 -> 0
56 -> 0
57 -> 2
58 -> 2
59 -> 0
60 -> 2
61 -> 0
62 -> 0
63 -> 0
64 -> 2
65 -> 0
66 -> 0
67 -> 0
68 -> 0
69 -> 0
70 -> 0
----------------------------------
Multiplikativni Generator: 
7 11 13 21 22 28 31 33 35 42 44 47 52 53 55 56 59 61 62 63 65 67 68 69 
----------------------------------
