Testni primer za prastevilo : 79 Mnozica: Z_79
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78
 19 49 59 64 67 69 14 32 46 73 52 74 44  7 75 16 29 23  1 76 31 26 18 37 45 22 68 43 17 77 21  8 70 54 66 51 24 40 41 38 39 55 28 13 25  9 71 58  2 62 36 11 57 34 42 61 53 48  3 78 56 50 63  4 72 35  5 27  6 33 47 65 10 12 15 20 30 60
 20 10 33  5  4 56 48 42 11  2  9 28 38 24 54 21 43 45 26  1 16 44 73 14 64 19 30 12 47 27 72 50  3 61 57 62 71 13 39 40 66  8 17 22 18 76 29  7 52 32 67 49 60 15 65  6 35 63 78 53 34 36 58 25 55 41 51 70 77 68 37 31 23 75 74 46 69 59
 21 50  7 25 20 43  3 52 55 10 45 61 32 41 33 26 57 67 51  5  1 62 49 70  4 16 71 60 77 56 44 13 15 68 48 73 39 65 37 42 14 40  6 31 11 64 66 35 23  2 19  8 63 75  9 30 17 78 74 28 12 22 53 46 38 47 18 34 69 24 27 76 36 59 54 72 29 58
 22 11 60 45 36 30 37 62 20 18  2 15 26 58 12 31 71 10 76  9 65  1 25 47 23 13 33 29 28  6 16 55 27 75 39  5  7 38 35 44 41 72 74 40  4 52 24 63 73 51 50 46 66 56 32 54 78 14 70  3 69  8 48 67 21 53 64 77 61 59 17 42 49 43 34 19 68 57
 23 51 34 65 52 17 71 72 64 26 38 48 20 75 70 36  6 32 22 13 50 19  1 24 42 10 74 77 58 35 67 18 39  3 30 16 54 11 33 46 68 25 63 49 76 40 61 12 44 21  2  5 69 37 55 78 60 29 66 57 47 73 43  9  4 59 31 41 53 15  7  8 62 27 14 45 28 56
 24 12  8  6 68  4 26  3 29 34 74  2 14 13 49 41 20 54 47 17 35 37 56  1 61  7 36 46  9 64 39 60 51 10 21 27 22 63 31 48 16 57 52 58 69 28 19 40 15 70 33 43 72 18 78 23 42 44 62 32 25 59 38 30 66 65 77  5 45 50 76 53 75 11 73 71 67 55
 25 52 61 26  5 70 60 13 73 42 31 35  8 30 28 46 34 76 72 21 20 55 32 57  1  4 77 15 39 14 11 23 63 17 12 38 69 36 29 50 43 10 41 67 62 16 56 68 65 40 64  2 75 78 22 47 24 59 58  7  3 45 33 51 49 71 44 48 37  6 66 19  9 74 53 18 27 54
 26 13 35 46 21 57 15 23 38 50 67 68  2 47  7 51 48 19 18 25  5 73  8 34 20  1 39 63 69 43 62 65 75 24  3 49 37  9 27 52 70 42 30 76 55  4 14 17 36 10 16 40 78 59 45 71  6 74 54 61 60 31 28 72 32 77 11 12 29 41 56 64 22 58 33 44 66 53
 27 53  9 66 37 44 49 33  3 58 24 22 75 64 65 56 62 41 43 29 69 12 63 11 39 77  1 32 20 72 34 28  8 31 73 60  5 61 25 54 18 74 19  6 48 71 51 45  7 59 47 78  2 40 68 16 67 10 50 36 38 17 23 14 15  4 57 55 21 76 46 30 35 42 13 70 26 52
 28 14 62  7 53 31  4 43 47 66 60 55 69  2 44 61 76 63 68 33 54 30 39 67 58 74 42  1 50 22  6 70 20 38 64 71 52 34 23 56 45 27  8 15 41 59  9 73 57 29 78 37  5 21 12 40 49 25 46 11 16  3 18 35 77 10 24 19 13 32 36 75 48 26 72 17 65 51
 29 54 36 27 69 18 38 53 12 74 17  9 63 19 23 66 11  6 14 37 39 48 15 44 77 71  4 49  1 51 57 33 32 45 55  3 20  7 21 58 72 59 76 24 34 47 46 22 28 78 30 75  8  2 35 64 31 40 42 65 73 68 13 56 60 16 70 62  5 67 26 41 61 10 52 43 25 50
 30 15 10 47  6  5 72 63 56  3 53 42 57 36  2 71 25 28 39 41 24 66 70 21 17 68 45 18 31  1 29 75 44 52 46 14 67 59 19 60 20 12 65 33 27 35  4 50 78 48 61 34 11 62 58  9 13 55 38 40 51 54  8 77 43 22 37 26 76 23 16  7 74 73 32 69 64 49
 31 55 63 67 22 71 27 73 21 11 10 75 51 53 60 76 39 50 64 45  9  5 46 77 36 65  7 66 61 30  1 38 56 59 37 25 35 32 17 62 47 44 54 42 20 23 41 78 49 18 13 72 14 43  2 33 74 70 34 15 29 40  3 19 26 28  4 69 68 58  6 52  8 57 12 16 24 48
 32 16 37  8 38 58 61  4 65 19 46 29 45 70 39  2 53 72 10 49 73 23 22 54 55 62 48 35 12 59 52  1 68 66 28 36  3  5 15 64 74 76 43 51 13 11 78 27 20 67 44 31 17 24 25 57 56  6 30 69  7 26 77 40  9 34 50 33 60 14 75 18 21 41 71 42 63 47
 33 56 11 28 54 45 16 14 30 27  3 62 39  8 18  7 67 15 35 53 58 41 77 31 74 59 10  4 42  9 24 43  1 73 19 47 50 57 13 66 22 29 32 60  6 78 36 55 70 37 75 69 20  5 48  2 38 21 26 44 64 12 72 61 71 40 17 76 52 49 65 63 34 25 51 68 23 46
 34 17 64 48 70 32 50 24 74 35 39 16 33 25 76 12  2 37 60 57 43 59 53  8 14 56 51 52 72 38 75  6 13  1 10 58 18 30 11 68 49 61 21 69 78 66 73  4 41  7 27 28 23 65 71 26 20 36 22 19 42 77 67  3 54 46 63 40 44  5 55 29 47  9 31 15 62 45
 35 57 38 68  7 19  5 34 39 43 75 49 27 42 55 17 16 59  6 61 28 77 29 64 33 53 13 21 23 67 47 48 25  8  1 69 65  3  9 70 76 14 10 78 71 54 31 32 12 56 58 66 26 46 15 50  2 51 18 73 20 63 62 24 37 52 30  4 36 40 45 74 60 72 11 41 22 44
 36 18 12  9 23  6 39 44  4 51 32  3 21 59 34 22 30  2 31 65 13 16  5 41 52 50 54 69 53 17 19 11 37 15 71  1 33 55  7 72 24 46 78  8 64 42 68 60 62 26 10 25 29 27 38 74 63 66 14 48 77 49 57 45 20 58 76 47 28 75 35 40 73 56 70 67 61 43
 37 58 65 29 39 72 73 54 48 59 68 36 15 76 13 27 44 24 56 69 77 34 60 18 71 47 16 38  4 46 70 53 49 22 62 12  1 28  5 74 51 78 67 17 57 30 26  9 33 75 41 63 32  8 61 19 45  2 10 23 55 35 52 66  3 64 43 11 20 31 25  6  7 40 50 14 21 42
 38 19 39 49 55 59 28 64 13 67 25 69  9 14 71 32 58 46  2 73 62 52 36 74 11 44 57  7 34 75 42 16 61 29 53 23 48  1  3 76 78 31 56 26 50 18 63 37  4 45 72 22 35 68  5 43 27 17  6 77 33 21 47  8 65 70 10 54 12 66 15 51 20 24 30 40 60 41
 39 59 13 69 71 46 62 74 57 75 61 23  3 31 50 37 72 68 27 77 47 70 12 51 30 41 19 55 64 25 14 58 73 36 44 34 16 53  1 78 26 63 45 35 43  6 21 65 54 15 24 60 38 49 28 67  9 32  2 52 11  7 42 29 48 76 56 18  4 22  5 17 33  8 10 66 20 40
 40 20 66 10  8 33 17  5 22  4 18 56 76 48 29 42  7 11 52  2 32  9 67 28 49 38 60 24 15 54 65 21  6 43 35 45 63 26 78  1 53 16 34 44 36 73 58 14 25 64 55 19 41 30 51 12 70 47 77 27 68 72 37 50 31  3 23 61 75 57 74 62 46 71 69 13 59 39
 41 60 40 30 24 20 51 15 66 12 54 10 70 65  8 47 21 33 77  6 17 27 43  5 68 35 22 72 45  4 37 63 18 50 26 56 31 78 76  3  1 48 23 53 29 61 16 42 75 34  7 57 44 11 74 36 52 62 73  2 46 58 32 71 14  9 69 25 67 13 64 28 59 55 49 39 19 38
 42 21 14 50 40  7  6 25 31 20 11 43 64  3 66 52 35 55 23 10  2 45 19 61  8 32 63 41 75 33  9 26 30 57 17 67 78 51 74  5 28  1 12 62 22 49 53 70 46  4 38 16 47 71 18 60 34 77 69 56 24 44 27 13 76 15 36 68 59 48 54 73 72 39 29 65 58 37
 43 61 67 70 56 73 40 35 75 28 47 76 58 20 45 57 49 77 48 14 66 63 74 38 27 29 25 10 26 62 60 68 42 64  8 78 46 24 72  7 55 33  1 71 15 37 11 19 17 53 69 54 50 52 41  5 16 13 65 31  2 30 22 34 59 21  3 32 51  4 44 39  6 23  9 12 18 36
 44 22 41 11 72 60 74 45 40 36  4 30 52 37 24 62 63 20 73 18 51  2 50 15 46 26 66 58 56 12 32 31 54 71 78 10 14 76 70  9  3 65 69  1  8 25 48 47 67 23 21 13 53 33 64 29 77 28 61  6 59 16 17 55 42 27 49 75 43 39 34  5 19  7 68 38 57 35
 45 62 15 31  9 47 29 55  5 44 40 63 46 54  3 67 77 42 19 22 36 20 26 71 65 23 28 27  7 41  4 73 66 78 69 21 61 49 68 11 30 18 58 10  1 13  6 75 38 72 52 51 56 14  8 53 59 43 57 60 37  2 12 76 25 33 16 39 35 74 24 50 32 70 48 64 17 34
 46 23 68 51 25 34 63 65 49 52 76 17 40 71 61 72 12 64 44 26 21 38  2 48  5 20 69 75 37 70 55 36 78  6 60 32 29 22 66 13 57 50 47 19 73  1 43 24  9 42  4 10 59 74 31 77 41 58 53 35 15 67  7 18  8 39 62  3 27 30 14 16 45 54 28 11 56 33
 47 63 42 71 41 21 18 75 14 60 33 50 34  9 40 77 26  7 69 30  6 56 57 25 24 17 31 44 67 20 27 78 11 13 51 43 76 74 64 15  5  3 36 28 66 68  1 52 59 12 35 48 62 55 54 22 23 73 49 10 72 53  2 39 70 45 29 46 19 65  4 61 58 38  8 37 16 32
 48 24 16 12 57  8 52  6 58 68 69  4 28 26 19  3 40 29 15 34 70 74 33  2 43 14 72 13 18 49 78 41 23 20 42 54 44 47 62 17 32 35 25 37 59 56 38  1 30 61 66  7 65 36 77 46  5  9 45 64 50 39 76 60 53 51 75 10 11 21 73 27 71 22 67 63 55 31
 49 64 69 32 73 74  7 16 23 76 26 37 22 43 77  8 54 51 40 38 55 13  9 58 62 11 34 61 48 78 50  4 35 27 33 65 12 20 60 19 59 67 14 46 52 44 75 29  1 31 18 45 68 17 21 70 66 24 41 39 28 25 71  2 36 57 42 53  3 56 63 72  5  6 47 10 15 30
 50 25 43 52 10 61 41 26 67  5 62 70 16 60 56 13 68 73 65 42 40 31 64 35  2  8 75 30 78 28 22 46 47 34 24 76 59 72 58 21  7 20  3 55 45 32 33 57 51  1 49  4 71 77 44 15 48 39 37 14  6 11 66 23 19 63  9 17 74 12 53 38 18 69 27 36 54 29
 51 65 17 72 26 48 75 36 32 13 19 24 10 77 35 18  3 16 11 46 25 49 40 12 21  5 37 78 29 57 73  9 59 41 15  8 27 45 56 23 34 52 71 64 38 20 70  6 22 50  1 42 74 58 67 39 30 54 33 68 63 76 61 44  2 69 55 60 66 47 43  4 31 53  7 62 14 28
 52 26 70 13 42 35 30 46 76 21 55 57  4 15 14 23 17 38 36 50 10 67 16 68 40  2 78 47 59  7 45 51 71 48  6 19 74 18 54 25 61  5 60 73 31  8 28 34 72 20 32  1 77 39 11 63 12 69 29 43 41 62 56 65 64 75 22 24 58  3 33 49 44 37 66  9 53 27
 53 66 44 33 58 22 64 56 41 29 12 11 77 32 72 28 31 60 61 54 74  6 71 45 59 78 40 16 10 36 17 14  4 55 76 30 42 70 52 27  9 37 49  3 24 75 65 62 43 69 63 39  1 20 34  8 73  5 25 18 19 48 51  7 47  2 68 67 50 38 23 15 57 21 46 35 13 26
 54 27 18 53 74  9 19 66  6 37 48 44 71 49 51 33 45  3  7 58 59 24 47 22 78 75  2 64 40 65 68 56 16 62 67 41 10 43 50 29 36 69 38 12 17 63 23 11 14 39 15 77  4  1 57 32 55 20 21 72 76 34 46 28 30  8 35 31 42 73 13 60 70  5 26 61 52 25
 55 67 71 73 11 75 53 76 50 45  5 77 65 66 30 38 59 25 32 62 44 42 23 78 18 72 43 33 70 15 40 19 28 69 58 52 57 16 48 31 63 22 27 21 10 51 60 39 64  9 46 36  7 61  1 56 37 35 17 47 54 20 41 49 13 14  2 74 34 29  3 26  4 68  6  8 12 24
 56 28 45 14 27 62  8  7 15 53 41 31 59  4  9 43 73 47 57 66 29 60 78 55 37 69  5  2 21 44 12 61 40 76 49 63 25 68 46 33 11 54 16 30  3 39 18 67 35 58 77 74 10 42 24  1 19 50 13 22 32  6 36 70 75 20 48 38 26 64 72 71 17 52 65 34 51 23
 57 68 19 34 43 49 42 17 59 61 77 64 53 21 67 48  8 69  3 70 14 78 54 32 56 66 46 50 51 73 63 24 52  4 40 74 72 41 44 35 38  7  5 39 75 27 55 16  6 28 29 33 13 23 47 25  1 65  9 76 10 71 31 12 58 26 15  2 18 20 62 37 30 36 45 60 11 22
 58 29 72 54 59 36 76 27 24 69 34 18 47 38 46 53 22 12 28 74 78 17 30  9 75 63  8 19  2 23 35 66 64 11 31  6 40 14 42 37 65 39 73 48 68 15 13 44 56 77 60 71 16  4 70 49 62  1  5 51 67 57 26 33 41 32 61 45 10 55 52  3 43 20 25  7 50 21
 59 69 46 74 75 23 31 37 68 77 70 51 41 55 25 58 36 34 53 78 63 35  6 65 15 60 49 67 32 52  7 29 76 18 22 17  8 66 40 39 13 71 62 57 61  3 50 72 27 47 12 30 19 64 14 73 44 16  1 26 45 43 21 54 24 38 28  9  2 11 42 48 56  4  5 33 10 20
 60 30 20 15 12 10 65 47 33  6 27  5 35 72  4 63 50 56 78  3 48 53 61 42 34 57 11 36 62  2 58 71  9 25 13 28 55 39 38 41 40 24 51 66 54 70  8 21 77 17 43 68 22 45 37 18 26 31 76  1 23 29 16 75  7 44 74 52 73 46 32 14 69 67 64 59 49 19
 61 70 73 35 28 76 20 57 77 14 63 38 29 10 62 68 64 78 24  7 33 71 37 19 53 54 52  5 13 31 30 34 21 32  4 39 23 12 36 43 67 56 40 75 47 58 45 49 48 66 74 27 25 26 60 42  8 46 72 55  1 15 11 17 69 50 41 16 65  2 22 59  3 51 44  6  9 18
 62 31 47 55 44 63 54 67 42 22 20 71 23 27 41 73 78 21 49 11 18 10 13 75 72 51 14 53 43 60  2 76 33 39 74 50 70 64 34 45 15  9 29  5 40 46  3 77 19 36 26 65 28  7  4 66 69 61 68 30 58  1  6 38 52 56  8 59 57 37 12 25 16 35 24 32 48 17
 63 71 21 75 60 50  9 77  7 30 56 25 17 44 20 78 13 43 74 15  3 28 68 52 12 48 55 22 73 10 53 39 45 46 65 61 38 37 32 47 42 41 18 14 33 34 40 26 69  6 57 24 31 67 27 11 51 76 64  5 36 66  1 59 35 62 54 23 49 72  2 70 29 19  4 58  8 16
 64 32 74 16 76 37 43  8 51 38 13 58 11 61 78  4 27 65 20 19 67 46 44 29 31 45 17 70 24 39 25  2 57 53 56 72  6 10 30 49 69 73  7 23 26 22 77 54 40 55  9 62 34 48 50 35 33 12 60 59 14 52 75  1 18 68 21 66 41 28 71 36 42  3 63  5 47 15
 65 72 48 36 13 24 77 18 16 46 49 12  5 78 57  9 41  8 45 23 52 64 20  6 50 42 58 39 54 68 76 44 69 60 47  4 53 62 28 51 17 26 75 32 19 10 35  3 11 25 40 21 37 29 73 59 15 27 56 34 71 38 70 22  1 74 67 30 33 63 61  2 55 66 43 31  7 14
 66 33 22 56 29 11 32 28 60 54  6 45 78 16 36 14 55 30 70 27 37  3 75 62 69 39 20  8  5 18 48  7  2 67 38 15 21 35 26 53 44 58 64 41 12 77 72 31 61 74 71 59 40 10 17  4 76 42 52  9 49 24 65 43 63  1 34 73 25 19 51 47 68 50 23 57 46 13
 67 73 75 76 45 77 66 38 25 62 42 78 72 33 15 19 69 52 16 31 22 21 51 39  9 36 61 56 35 47 20 49 14 74 29 26 68  8 24 55 71 11 53 50  5 65 30 59 32 44 23 18 43 70 40 28 58 57 48 63 27 10 60 64 46  7  1 37 17 54 41 13  2 34  3  4  6 12
 68 34 49 17 61 64 21 48 69 70 78 32 66 50 73 24  4 74 41 35  7 39 27 16 28 33 23 25 65 76 71 12 26  2 20 37 36 60 22 57 19 43 42 59 77 53 67  8  3 14 54 56 46 51 63 52 40 72 44 38  5 75 55  6 29 13 47  1  9 10 31 58 15 18 62 30 45 11
 69 74 23 37 77 51 55 58 34 78 35 65 60 67 52 29 18 17 66 39 71 57  3 72 47 30 64 73 16 26 43 54 38  9 11 48  4 33 20 59 46 75 31 68 70 41 25 36 53 63  6 15 49 32  7 76 22  8 40 13 62 61 50 27 12 19 14 44  1 45 21 24 28  2 42 56  5 10
 70 35 76 57 14 38 10 68 78  7 71 19 54  5 31 34 32 39 12 43 56 75 58 49 66 27 26 42 46 55 15 17 50 16  2 59 51  6 18 61 73 28 20 77 63 29 62 64 24 33 37 53 52 13 30 21  4 23 36 67 40 47 45 48 74 25 60  8 72  1 11 69 41 65 22  3 44  9
 71 75 50 77 30 25 44 78 43 15 28 52 48 22 10 39 46 61 37 47 41 14 34 26  6 24 67 11 76  5 66 59 62 23 72 70 19 58 16 63 21 60  9  7 56 17 20 13 74  3 68 12 55 73 53 45 65 38 32 42 18 33 40 69 57 31 27 51 64 36  1 35 54 49  2 29  4  8
 72 36 24 18 46 12 78  9  8 23 64  6 42 39 68 44 60  4 62 51 26 32 10  3 25 21 29 59 27 34 38 22 74 30 63  2 66 31 14 65 48 13 77 16 49  5 57 41 45 52 20 50 58 54 76 69 47 53 28 17 75 19 35 11 40 37 73 15 56 71 70  1 67 33 61 55 43  7
 73 76 77 38 62 78 33 19 52 31 21 39 36 56 47 49 74 26  8 55 11 50 65 59 44 18 70 28 57 63 10 64  7 37 54 13 34  4 12 67 75 45 66 25 42 72 15 69 16 22 51  9 61 35 20 14 29 68 24 71 53  5 30 32 23 43 40 58 48 27 60 46  1 17 41  2  3  6
 74 37 51 58 78 65 67 29 17 39 57 72 30 73 26 54  9 48 33 59 75 68 41 36 63 15 32 76  8 13 61 27 19 44 45 24  2 56 10 69 23 77 55 34 35 60 52 18 66 71  3 47 64 16 43 38 11  4 20 46 31 70 25 53  6 49  7 22 40 62 50 12 14  1 21 28 42  5
 75 77 25 78 15 52 22 39 61 47 14 26 24 11  5 59 23 70 58 63 60  7 17 13  3 12 73 45 38 42 33 69 31 51 36 35 49 29  8 71 50 30 44 43 28 48 10 46 37 41 34  6 67 76 66 62 72 19 16 21  9 56 20 74 68 55 53 65 32 18 40 57 27 64  1 54  2  4
 76 38 78 19 31 39 56 49 26 55 50 59 18 28 63 64 37 13  4 67 45 25 72 69 22  9 35 14 68 71  5 32 43 58 27 46 17  2  6 73 77 62 33 52 21 36 47 74  8 11 65 44 70 57 10  7 54 34 12 75 66 42 15 16 51 61 20 29 24 53 30 23 40 48 60  1 41  3
 77 78 52 39 47 26 11 59 70 63  7 13 12 45 42 69 51 35 29 71 30 43 48 46 41  6 76 62 19 21 56 74 55 65 18 57 64 54  4 75 25 15 22 61 14 24  5 23 58 60 17  3 73 38 33 31 36 49  8 50 44 28 10 37 34 67 66 72 16  9 20 68 53 32 40 27  1  2
 78 39 26 59 63 13 45 69 35 71 43 46  6 62 21 74 65 57 54 75 15 61 24 23 60  3 38 31 49 50 28 37 67 72  9 68 32 27  2 77 52 47 11 70  7 12 42 51 29 30 48 41 76 19 56 55 18 64  4 25 22 14  5 58 17 73 33 36  8 44 10 34 66 16 20 53 40  1
----------------------------------
Navadna potenca: 
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 26 52 25 50 21 42  5 10 20 40  1  2  4  8 16 32 64 49 19 38 76
 11 33 20 60 22 66 40 41 44 53  1  3  9 27  2  6 18 54  4 12 36
 44 18 72 51 46 26 25 21  5 20  1  4 16 64 19 76 67 31 45 22  9
  2 10 50 13 65  9 45 67 19 16  1  5 25 46 72 44 62 73 49  8 40
 49 57 26 77 67  7 42 15 11 66  1  6 36 58 32 34 46 39 76 61 50
 16 33 73 37 22 75 51 41 50 34  1  7 49 27 31 59 18 47 13 12  5
 38 67 62 22 18 65 46 52 21 10  1  8 64 38 67 62 22 18 65 46 52
 42 62  5 45 10 11 20 22 40 44  1  9  2 18  4 36  8 72 16 65 32
 52 46 65 18 22 62 67 38 64  8  1 10 21 52 46 65 18 22 62 67 38
 51  8  9 20 62 50 76 46 32 36  1 11 42 67 26 49 65  4 44 10 31
 10 41 18 58 64 57 52 71 62 33  1 12 65 69 38 61 21 15 22 27  8
 50 18 76 40 46 45 32 21 36 73  1 13 11 64 42 72 67  2 26 22 49
 21 57  8 33 67 69 18 15 52 17  1 14 38 58 22 71 46 12 10 61 64
 22 14 52 69  8 41 62 61 46 58  1 15 67 57 65 27 10 71 38 17 18
 40  8 49 73 62 44 72 46 25  5  1 16 19 67 45  9 65 13 50 10  2
 64 61 10 12 46 71 22 58 38 14  1 17 52 15 18 69 67 33  8 57 21
 65 64 46 38 52 67 21 62 10 22  1 18  8 65 64 46 38 52 67 21 62
 20 64 31 36 52 40 49 62 72 25  1 19 45 65 50  2 38 11 51 21  4
  9 22 45 31 67 76 19 64 16  4  1 20  5 21 25 26 46 51 72 18 44
 18 62 38  8 10 52 65 22 67 64  1 21 46 18 62 38  8 10 52 65 22
 62 21 67 52 38 46 64 65  8 18  1 22 10 62 21 67 52 38 46 64 65
 55  1 23 55  1 23 55  1 23 55  1 23 55  1 23 55  1 23 55  1 23
 23 78 55 56  1 24 23 78 55 56  1 24 23 78 55 56  1 24 23 78 55
  4 21 51 11 38  2 50 65 45 19  1 25 72 62 49 40 52 36 31 64 20
 36 67  4 25 18 73  2 52  9 76  1 26 44 38 40 13 22 19 20 46 11
 67 71 21 14 62 15 10 33 22 41  1 27 18 12  8 58 65 17 64 69 46
 72 41 42 70 64 54 11 71 13 48  1 28 73 69 36 60 21 35 32 27 45
 25 14 11  3  8 74 13 61 31 30  1 29 51 57 73 63 10 53 36 17 19
 19 17 36 53 10 63 73 57 51 29  1 30 31 61 13 74  8  3 11 14 25
 45 52 32 44 21 19 36 10 73 51  1 31 13  8 11 25 64  9 42 38 72
 13 21 40 16 38 31 44 65 26 42  1 32 76 62  9 51 52  5  2 64 73
  8 27 22 15 21 61 38 69 65 12  1 33 62 71 52 57 64 58 18 41 10
  5 12 13 47 18 59 31 27 49  7  1 34 50 41 51 75 22 37 73 33 16
 32 14 16  7  8 43  4 61  2 70  1 35 40 57 20 68 10 34  5 17 42
 31 10 44  4 65 49 26 67 42 11  1 36 32 46 76 50 62 20  9  8 51
 73 15  2 74 52 28  9 17 76 47  1 37 26 14 44 48 38 63 40 58 13
 46 10 64 62 65 21  8 67 18 52  1 38 22 46 10 64 62 65 21  8 67
 76 41 19 30 64 47 16 71  4 77  1 39 20 69  5 37 21 29 25 27 26
 76 38 19 49 64 32 16  8  4  2  1 40 20 10  5 42 21 50 25 52 26
 46 69 64 17 65 58  8 12 18 27  1 41 22 33 10 15 62 14 21 71 67
 73 64  2  5 52 51  9 62 76 32  1 42 26 65 44 31 38 16 40 21 13
 31 69 44 75 65 30 26 12 42 68  1 43 32 33 76 29 62 59  9 71 51
 32 65 16 72  8 36  4 18  2  9  1 44 40 22 20 11 10 45  5 62 42
  5 67 13 32 18 20 31 52 49 72  1 45 50 38 51  4 22 42 73 46 16
  8 52 22 64 21 18 38 10 65 67  1 46 62  8 52 22 64 21 18 38 10
 13 58 40 63 38 48 44 14 26 37  1 47 76 17  9 28 52 74  2 15 73
 45 27 32 35 21 60 36 69 73 28  1 48 13 71 11 54 64 70 42 41 72
 19 62 36 26 10 16 73 22 51 50  1 49 31 18 13  5  8 76 11 65 25
 25 65 11 76  8  5 13 18 31 49  1 50 51 22 73 16 10 26 36 62 19
 72 38 42  9 64 25 11  8 13 31  1 51 73 10 36 19 21 44 32 52 45
 67  8 21 65 62 64 10 46 22 38  1 52 18 67  8 21 65 62 64 10 46
 36 12  4 54 18  6  2 27  9  3  1 53 44 41 40 66 22 60 20 33 11
  4 58 51 68 38 77 50 14 45 60  1 54 72 17 49 39 52 43 31 15 20
 23  1 55 23  1 55 23  1 55 23  1 55 23  1 55 23  1 55 23  1 55
 55 78 23 24  1 56 55 78 23 24  1 56 55 78 23 24  1 56 55 78 23
 62 58 67 27 38 33 64 14  8 61  1 57 10 17 21 12 52 41 46 15 65
 18 17 38 71 10 27 65 57 67 15  1 58 46 61 62 41  8 69 52 14 22
  9 57 45 48 67  3 19 15 16 75  1 59  5 58 25 53 46 28 72 61 44
 20 15 31 43 52 39 49 17 72 54  1 60 45 14 50 77 38 68 51 58  4
 65 15 46 41 52 12 21 17 10 57  1 61  8 14 64 33 38 27 67 58 62
 64 18 10 67 46  8 22 21 38 65  1 62 52 64 18 10 67 46  8 22 21
 40 71 49  6 62 35 72 33 25 74  1 63 19 12 45 70 65 66 50 69  2
 22 65 52 10  8 38 62 18 46 21  1 64 67 22 65 52 10  8 38 62 18
 21 22  8 46 67 10 18 64 52 62  1 65 38 21 22  8 46 67 10 18 64
 50 61 76 39 46 34 32 58 36  6  1 66 11 15 42  7 67 77 26 57 49
 10 38 18 21 64 22 52  8 62 46  1 67 65 10 38 18 21 64 22 52  8
 51 71  9 59 62 29 76 33 32 43  1 68 42 12 26 30 65 75 44 69 31
 52 33 65 61 22 17 67 41 64 71  1 69 21 27 46 14 18 57 62 12 38
 42 17  5 34 10 68 20 57 40 35  1 70  2 61  4 43  8  7 16 14 32
 38 12 62 57 18 14 46 27 21 69  1 71 64 41 67 17 22 61 65 33 52
 16 46 73 42 22  4 51 38 50 45  1 72 49 52 31 20 18 32 13 67  5
 49 22 26  2 67 72 42 64 11 13  1 73 36 21 32 45 46 40 76 18 50
  2 69 50 66 65 70 45 12 19 63  1 74 25 33 72 35 62  6 49 71 40
 44 61 72 28 46 53 25 58  5 59  1 75 16 15 19  3 67 48 45 57  9
 11 46 20 19 22 13 40 38 44 26  1 76  9 52  2 73 18 25  4 67 36
 26 27 25 29 21 37  5 69 20 39  1 77  4 71 16 47 64 30 19 41 76
  1 78  1 78  1 78  1 78  1 78  1 78  1 78  1 78  1 78  1 78  1
----------------------------------
Kvadratni koreni: 
0 -> 1
1 -> 2
2 -> 2
3 -> 0
4 -> 2
5 -> 2
6 -> 0
7 -> 0
8 -> 2
9 -> 2
10 -> 2
11 -> 2
12 -> 0
13 -> 2
14 -> 0
15 -> 0
16 -> 2
17 -> 0
18 -> 2
19 -> 2
20 -> 2
21 -> 2
22 -> 2
23 -> 2
24 -> 0
25 -> 2
26 -> 2
27 -> 0
28 -> 0
29 -> 0
30 -> 0
31 -> 2
32 -> 2
33 -> 0
34 -> 0
35 -> 0
36 -> 2
37 -> 0
38 -> 2
39 -> 0
40 -> 2
41 -> 0
42 -> 2
43 -> 0
44 -> 2
45 -> 2
46 -> 2
47 -> 0
48 -> 0
49 -> 2
50 -> 2
51 -> 2
52 -> 2
53 -> 0
54 -> 0
55 -> 2
56 -> 0
57 -> 0
58 -> 0
59 -> 0
60 -> 0
61 -> 0
62 -> 2
63 -> 0
64 -> 2
65 -> 2
66 -> 0
67 -> 2
68 -> 0
69 -> 0
70 -> 0
71 -> 0
72 -> 2
73 -> 2
74 -> 0
75 -> 0
76 -> 2
77 -> 0
78 -> 0
----------------------------------
Multiplikativni Generator: 
3 6 7 28 29 30 34 35 37 39 43 47 48 53 54 59 60 63 66 68 70 74 75 77 
----------------------------------
