Testni primer za prastevilo : 73 Mnozica: Z_73
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
 59 66 44 33 41 22 71 53 39 57 12 11 27 72 38 63 55 56 30 65 48  6 47 42 52 50 13 36 70 19 49 68  4 64 58 28 45 15  9 69  5 24 54  3 37 60 23 21 31 26 67 25  8 43 17 18 10 35  1 46 62 61 16 34 20  2 51 32 40 29  7 14
 60 30 20 15 12 10 19 44 31  6 32  5 72 46  4 22 25 52  7  3 55 16 28 39 17 36 59 23 65  2  9 11 35 49 33 26 47 40 24 38 62 64 71  8 50 14 37 56 34 45 57 18 70 66 21 48 51 69 27  1 68 41 67 42 29 54 63 61 58 53 43 13
 61 67 69 70 56 71 40 35 23 28 52 72 44 20 43 54 68 48 57 14 62 26  9 36 55 22 32 10 60 58 42 27 66 34  8 24 49 65 39  7 46 31 15 13 63 41 51 18 37 64 47 11 59 16 25  5 19 30 53 29  1 21 45 50 38 33  2 17  3  4  6 12
 62 31 45 52 27 59 61 26 15 50 72 66 16 67  9 13 38 44 34 25 69 36 63 33 20  8  5 70 55 41  2 43 24 19 56 22 51 17 54 49 30 71 32 18  3 68 65 53 40 10 37  4 48 39 29 35 60 64  6 57  7  1 23 58 47 12 14 46 21 28 42 11
 63 68 21 34 71 47  9 17  7 72 19 60 61 41 48 45  8 40 11 36  3 46 44 30 58 67 51 57 50 24 35 59 55  4 31 20 53 42 69 18 14 38 49 23 16 22  6 15 43 29 27 70 37 62 33 65 28 25 32 12 13 54  1 66 56 64 26  2 39 52  5 10
 64 32 70 16 42 35 30  8 72 21 39 54 33 15 14  4 51 36 61 47 10 56 25 27 23 53 24 44 45  7 68  2 13 62  6 18 55 67 11 60 71  5 66 28 29 49 20 50 46 48 17 63 26 12 37 22 69 59 58 40 19 34 52  1 65 43 38 31 57  3 41  9
 65 69 46 71 13 23 51 72 64 43 59 48  5 62 53 36 21 32 38 58 17 66  6 24 61 39 70 31 40 63 28 18 44 47 54 16 57 19 26 29 55 45 10 33 42  3 34 12 49 67  7 56 15 35 41 52 37 20 11 68 25 14 30  9  1 22 50 60  2 27  4  8
 66 33 22 53 57 11 72 63 56 65  6 42 50 36 19 68 64 28 15 69 24  3 60 21 26 25 43 18 35 46 61 34  2 32 29 14 59 44 41 71 39 12 27 38 55 30 48 47 52 13 70 49  4 58 45  9  5 54 37 23 31 67  8 17 10  1 62 16 20 51 40  7
 67 70 71 35 28 72 20 54 48 14 26 36 22 10 58 27 34 24 65  7 31 13 41 18 64 11 16  5 30 29 21 50 33 17  4 12 61 69 56 40 23 52 44 43 68 57 62  9 55 32 60 42 66  8 49 39 46 15 63 51 37 47 59 25 19 53  1 45 38  2  3  6
 68 34 47 17 72 60 41 45 40 36 46 30 67 57 24 59  4 20 42 18 38 23 22 15 29 70 62 65 25 12 54 66 64  2 52 10 63 21 71  9  7 19 61 48  8 11  3 44 58 51 50 35 55 31 53 69 14 49 16  6 43 27 37 33 28 32 13  1 56 26 39  5
 69 71 23 72 43 48 62 36 32 58 66 24 39 31 63 18 47 16 19 29 45 33  3 12 67 56 35 52 20 68 14  9 22 60 27  8 65 46 13 51 64 59  5 53 21 38 17  6 61 70 40 28 44 54 57 26 55 10 42 34 49  7 15 41 37 11 25 30  1 50  2  4
 70 35 72 54 14 36 10 27 24  7 13 18 11  5 29 50 17 12 69 40 52 43 57  9 32 42  8 39 15 51 47 25 53 45  2  6 67 71 28 20 48 26 22 58 34 65 31 41 64 16 30 21 33  4 61 56 23 44 68 62 55 60 66 49 46 63 37 59 19  1 38  3
 71 72 48 36 58 24 31 18 16 29 33 12 56 52 68  9 60  8 46 51 59 53 38  6 70 28 54 26 10 34  7 41 11 30 50  4 69 23 43 62 32 66 39 63 47 19 45  3 67 35 20 14 22 27 65 13 64  5 21 17 61 40 44 57 55 42 49 15 37 25  1  2
 72 36 24 18 29 12 52  9  8 51 53  6 28 26 34 41 30  4 23 62 66 63 19  3 35 14 27 13  5 17 40 57 42 15 25  2 71 48 58 31 16 33 56 68 60 46 59 38 70 54 10  7 11 50 69 43 32 39 47 45 67 20 22 65 64 21 61 44 55 49 37  1
----------------------------------
Navadna potenca: 
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 37  1  2  4  8 16 32 64 55 37  1  2  4  8 16 32 64 55 37  1  2
  9 27  8 24 72 70 64 46 65 49  1  3  9 27  8 24 72 70 64 46 65
 55  1  4 16 64 37  2  8 32 55  1  4 16 64 37  2  8 32 55  1  4
 19 22 37 39 49 26 57 66 38 44  1  5 25 52 41 59  3 15  2 10 50
 41 27 16 23 65 25  4 24 71 61  1  6 36 70 55 38  9 54 32 46 57
 24 22  8 56 27 43  9 63  3 21  1  7 49 51 65 17 46 30 64 10 70
 64  1  8 64  1  8 64  1  8 64  1  8 64  1  8 64  1  8 64  1  8
  8 72 64 65  1  9  8 72 64 65  1  9  8 72 64 65  1  9  8 72 64
 46 22  1 10 27 51 72 63 46 22  1 10 27 51 72 63 46 22  1 10 27
 54 10 37 42 24 45 57 43 35 20  1 11 48 17 41 13 70 40  2 22 23
 57 27 32 19  9 35 55  3 36 67  1 12 71 49  4 48 65 50 16 46 41
 61 63 16 62  3 39 69 21 54 45  1 13 23  7 18 15 49 53 32 51  6
 12 22 16  5 70 31 69 17 19 47  1 14 50 43 18 33 24 44 32 10 67
 25 10  4 60 24 68 71 43 61 39  1 15  6 17 36 29 70 28 55 22 38
 32  1 16 37  8 55  4 64  2 32  1 16 37  8 55  4 64  2 32  1 16
  3 51 64 66 27 21 65 10 24 43  1 17 70 22  9  7 46 52  8 63 49
  4 72 55 41  8 71 37  9 16 69  1 18 32 65  2 36 64 57  4 72 55
 36 27  2 38 65 67 32 24 18 50  1 19 69 70 16 12  9 25 37 46 71
 23 22  2 40 70 13 41 17 48 11  1 20 35 43 57 45 24 42 37 10 54
 70 10 64 30 46 17 65 51 49  7  1 21  3 63  9 43 27 56  8 22 24
 27 10  1 22 46 63 72 51 27 10  1 22 46 63 72 51 27 10  1 22 46
 71 27 37 48  9 61 16  3 69 54  1 23 18 49 32  6 65 35  2 46 36
 65 27 64  3 72 49  8 46  9 70  1 24 65 27 64  3 72 49  8 46  9
 69 46 55 61 65 19 37 49 57 38  1 25 41  3  2 50  9  6  4 27 18
 67 63 32 29 24 40 18 30 50 59  1 26 19 56 69 42 70 68 16 51 12
 72 46  1 27 72 46  1 27 72 46  1 27 72 46  1 27 72 46  1 27 72
  6 22 32 20 49 58 18 66 23 60  1 28 54 52 69 34  3 11 16 10 61
 50 63  2 58  3 14 41 21 25 68  1 29 38  7 57 47 49 34 37 51 19
 49 10  8 21 46 66  9 51 70 56  1 30 24 63 65 52 27  7 64 22  3
 35 63 55 26  3 20 36 21 67 33  1 31 12  7 71 11 49 59  4 51 48
 16  1 32  2 64  4 55  8 37 16  1 32  2 64  4 55  8 37 16  1 32
 48 51  4 59 49 11 71  7 12 31  1 33 67 21 36 20  3 26 55 63 35
 38 51 55 45 70 44 36 56  6 58  1 34 61 30 71  5 24 13  4 63 25
 18 46  4 67  9 23  2 70 41 48  1 35 57 24 37 54 65 12 55 27 69
  2 72 37 18 64 41 16 65  4 71  1 36 55  9 32 57  8 69  2 72 37
  2  1 37 55 64 32 16  8  4  2  1 37 55 64 32 16  8  4  2  1 37
 18 27  4  6  9 50  2  3 41 25  1 38 57 49 37 19 65 61 55 46 69
 38 22 55 28 70 29 36 17  6 15  1 39 61 43 71 68 24 60  4 10 25
 48 22  4 14 49 62 71 66 12 42  1 40 67 52 36 53  3 47 55 10 35
 16 72 32 71 64 69 55 65 37 57  1 41  2  9  4 18  8 36 16 72 32
 35 10 55 47  3 53 36 52 67 40  1 42 12 66 71 62 49 14  4 22 48
 49 63  8 52 46  7  9 22 70 17  1 43 24 10 65 21 27 66 64 51  3
 50 10  2 15  3 59 41 52 25  5  1 44 38 66 57 26 49 39 37 22 19
  6 51 32 53 49 15 18  7 23 13  1 45 54 21 69 39  3 62 16 63 61
 72 27  1 46 72 27  1 46 72 27  1 46 72 27  1 46 72 27  1 46 72
 67 10 32 44 24 33 18 43 50 14  1 47 19 17 69 31 70  5 16 22 12
 69 27 55 12 65 54 37 24 57 35  1 48 41 70  2 23  9 67  4 46 18
 65 46 64 70 72 24  8 27  9  3  1 49 65 46 64 70 72 24  8 27  9
 71 46 37 25  9 12 16 70 69 19  1 50 18 24 32 67 65 38  2 27 36
 27 63  1 51 46 10 72 22 27 63  1 51 46 10 72 22 27 63  1 51 46
 70 63 64 43 46 56 65 22 49 66  1 52  3 10  9 30 27 17  8 51 24
 23 51  2 33 70 60 41 56 48 62  1 53 35 30 57 28 24 31 37 63 54
 36 46  2 35 65  6 32 49 18 23  1 54 69  3 16 61  9 48 37 27 71
  4  1 55 32  8  2 37 64 16  4  1 55 32  8  2 37 64 16  4  1 55
  3 22 64  7 27 52 65 63 24 30  1 56 70 51  9 66 46 21  8 10 49
 32 72 16 36  8 18  4  9  2 41  1 57 37 65 55 69 64 71 32 72 16
 25 63  4 13 24  5 71 30 61 34  1 58  6 56 36 44 70 45 55 51 38
 12 51 16 68 70 42 69 56 19 26  1 59 50 30 18 40 24 29 32 63 67
 61 10 16 11  3 34 69 52 54 28  1 60 23 66 18 58 49 20 32 22  6
 57 46 32 54  9 38 55 70 36  6  1 61 71 24  4 25 65 23 16 27 41
 54 63 37 31 24 28 57 30 35 53  1 62 48 56 41 60 70 33  2 51 23
 46 51  1 63 27 22 72 10 46 51  1 63 27 22 72 10 46 51  1 63 27
  8  1 64  8  1 64  8  1 64  8  1 64  8  1 64  8  1 64  8  1 64
 64 72  8  9  1 65 64 72  8  9  1 65 64 72  8  9  1 65 64 72  8
 24 51  8 17 27 30  9 10  3 52  1 66 49 22 65 56 46 43 64 63 70
 41 46 16 50 65 48  4 49 71 12  1 67 36  3 55 35  9 19 32 27 57
 19 51 37 34 49 47 57  7 38 29  1 68 25 21 41 14  3 58  2 63 50
 55 72  4 57 64 36  2 65 32 18  1 69 16  9 37 71  8 41 55 72  4
  9 46  8 49 72  3 64 27 65 24  1 70  9 46  8 49 72  3 64 27 65
 37 72  2 69  8 57 32  9 55 36  1 71  4 65 16 41 64 18 37 72  2
  1 72  1 72  1 72  1 72  1 72  1 72  1 72  1 72  1 72  1 72  1
----------------------------------
Kvadratni koreni: 
0 -> 1
1 -> 2
2 -> 2
3 -> 2
4 -> 2
5 -> 0
6 -> 2
7 -> 0
8 -> 2
9 -> 2
10 -> 0
11 -> 0
12 -> 2
13 -> 0
14 -> 0
15 -> 0
16 -> 2
17 -> 0
18 -> 2
19 -> 2
20 -> 0
21 -> 0
22 -> 0
23 -> 2
24 -> 2
25 -> 2
26 -> 0
27 -> 2
28 -> 0
29 -> 0
30 -> 0
31 -> 0
32 -> 2
33 -> 0
34 -> 0
35 -> 2
36 -> 2
37 -> 2
38 -> 2
39 -> 0
40 -> 0
41 -> 2
42 -> 0
43 -> 0
44 -> 0
45 -> 0
46 -> 2
47 -> 0
48 -> 2
49 -> 2
50 -> 2
51 -> 0
52 -> 0
53 -> 0
54 -> 2
55 -> 2
56 -> 0
57 -> 2
58 -> 0
59 -> 0
60 -> 0
61 -> 2
62 -> 0
63 -> 0
64 -> 2
65 -> 2
66 -> 0
67 -> 2
68 -> 0
69 -> 2
70 -> 2
71 -> 2
72 -> 2
----------------------------------
Multiplikativni Generator: 
5 11 13 14 15 20 26 28 29 31 33 34 39 40 42 44 45 47 53 58 59 60 62 68 
----------------------------------
